Name,contact_number,Contact_email,creation_date,first_call_attempt,lead_status,lead_stage,lead_tag,assigned_to,last_call_date,last_call_time,references,campaign_name,source_type,source_name,Total Leads,Sales,Conversion Rate (%),Cost per Lead,Total Cost
Manoj Bose,6881315925,manoj.bose29@outlook.com,21-01-2026 17:00,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,45,28,62.22222222,9,405
Nikhil Kulkarni,7541773014,nikhil.kulkarni189@hotmail.com,21-01-2026 16:53,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,48,31,64.58333333,10,480
Divya Singh,7768804453,divya.singh160@hotmail.com,21-01-2026 16:34,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,35,31,88.57142857,10,350
Riya Gupta,6391537199,riya.gupta305@hotmail.com,21-01-2026 15:12,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,49,38,77.55102041,3,147
Riya Joshi,6818902064,riya.joshi913@hotmail.com,21-01-2026 15:02,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,50,45,90,6,300
Rohit Sharma,8029856340,rohit.sharma133@yahoo.com,21-01-2026 14:46,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,28,6,21.42857143,15,420
Neha Iyer,8157508627,neha.iyer259@yahoo.com,21-01-2026 14:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,31,14,45.16129032,13,403
Nikhil Patel,7442712912,nikhil.patel149@example.com,21-01-2026 14:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,35,4,11.42857143,13,455
Sanjay Kumar,6167447705,sanjay.kumar383@outlook.com,21-01-2026 13:50,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,27,13,48.14814815,11,297
Sneha Menon,6308034857,sneha.menon910@outlook.com,21-01-2026 13:10,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,34,24,70.58823529,13,442
Nikhil Joshi,7148128114,nikhil.joshi750@outlook.com,21-01-2026 13:07,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,24,24,100,11,264
Aditya Kapoor,7598430331,aditya.kapoor239@yahoo.com,21-01-2026 12:42,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,33,13,39.39393939,13,429
Rahul Chopra,9182254087,rahul.chopra728@outlook.com,21-01-2026 11:47,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,11,10,90.90909091,4,44
Nikhil Kumar,8430494855,nikhil.kumar949@hotmail.com,21-01-2026 11:10,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,16,10,62.5,8,128
Manoj Kumar,7217238878,manoj.kumar535@outlook.com,21-01-2026 11:03,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,9,1,11.11111111,6,54
Arjun Joshi,9994616431,arjun.joshi356@yahoo.com,21-01-2026 10:26,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,50,24,48,12,600
Aisha Gupta,7712314712,aisha.gupta978@example.com,21-01-2026 10:23,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,FACEBOOK_ADS,FACEBOOK_ADS,19,4,21.05263158,11,209
Meera Kumar,6114545147,meera.kumar397@example.com,21-01-2026 10:22,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,38,28,73.68421053,11,418
Pooja Iyer,8219014451,pooja.iyer5@yahoo.com,20-01-2026 23:51,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,34,27,79.41176471,9,306
Aditya Das,9275355120,aditya.das588@hotmail.com,20-01-2026 23:47,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,28,9,32.14285714,9,252
Aditya Gupta,8420769748,aditya.gupta343@hotmail.com,20-01-2026 23:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,24,24,100,15,360
Meera Nair,6972233080,meera.nair333@outlook.com,20-01-2026 21:54,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,14,7,50,3,42
Rahul Yadav,7811429548,rahul.yadav400@outlook.com,20-01-2026 21:23,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,36,2,5.555555556,6,216
Riya Bhat,6849996157,riya.bhat248@example.com,20-01-2026 17:17,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,8,6,75,14,112
Karthik Shetty,9617993935,karthik.shetty241@outlook.com,20-01-2026 17:10,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,27,10,37.03703704,14,378
Neha Joshi,8412557716,neha.joshi619@gmail.com,20-01-2026 13:07,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,17,13,76.47058824,4,68
Sanjay Bose,8624910554,sanjay.bose12@outlook.com,20-01-2026 12:12,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Data Analytics Knovista,FACEBOOK_ADS,FACEBOOK_ADS,18,5,27.77777778,4,72
Riya Gupta,7275233508,riya.gupta619@hotmail.com,08-01-2026 06:26,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,10,9,90,6,60
Kavya Pillai,7262616465,kavya.pillai9@yahoo.com,08-01-2026 03:33,,PENDING WITH EXECUTIVE,Prospect,, Asiya,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,49,6,12.24489796,12,588
Aisha Singh,7703948347,aisha.singh251@outlook.com,08-01-2026 00:04,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,42,18,42.85714286,10,420
Varun Iyer,9010184834,varun.iyer895@outlook.com,07-01-2026 23:59,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,38,15,39.47368421,4,152
Sneha Kulkarni,7519737073,sneha.kulkarni978@outlook.com,06-01-2026 09:27,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,41,4,9.756097561,14,574
Varun Nair,9644842826,varun.nair76@example.com,06-01-2026 08:34,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,49,16,32.65306122,6,294
Sneha Das,9116834851,sneha.das850@hotmail.com,06-01-2026 03:00,,PENDING WITH EXECUTIVE,Prospect,, Asiya,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,37,5,13.51351351,7,259
Karthik Kapoor,6434261809,karthik.kapoor100@example.com,05-01-2026 22:16,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,12,8,66.66666667,10,120
Pooja Yadav,8037177618,pooja.yadav543@yahoo.com,05-01-2026 21:37,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,36,35,97.22222222,11,396
Rohit Kumar,8576342039,rohit.kumar205@example.com,05-01-2026 21:11,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,20,3,15,9,180
Meera Singh,7278648845,meera.singh640@gmail.com,05-01-2026 21:00,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,22,19,86.36363636,10,220
Karthik Sharma,6491953474,karthik.sharma196@hotmail.com,05-01-2026 07:57,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,32,29,90.625,3,96
Aisha Reddy,8860175227,aisha.reddy1@outlook.com,04-01-2026 23:09,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,23,2,8.695652174,14,322
Varun Bose,8334826288,varun.bose527@gmail.com,04-01-2026 21:28,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,16,9,56.25,5,80
Varun Kulkarni,8132392477,varun.kulkarni505@example.com,04-01-2026 21:14,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,30,0,0,9,270
Rahul Kapoor,6837458421,rahul.kapoor854@yahoo.com,04-01-2026 14:12,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,20,18,90,11,220
Arjun Yadav,7692080261,arjun.yadav400@gmail.com,04-01-2026 11:50,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,7,6,85.71428571,3,21
Varun Patel,6431522897,varun.patel13@gmail.com,04-01-2026 11:39,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,12,4,33.33333333,8,96
Neha Nair,8651285417,neha.nair190@gmail.com,04-01-2026 10:58,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,38,25,65.78947368,4,152
Aditya Shetty,6596878944,aditya.shetty68@yahoo.com,04-01-2026 09:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,31,5,16.12903226,11,341
Rahul Chopra,6291873234,rahul.chopra945@hotmail.com,04-01-2026 09:44,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,11,8,72.72727273,10,110
Kiran Bose,8603474293,kiran.bose493@yahoo.com,04-01-2026 08:50,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,25,12,48,3,75
Sneha Kapoor,6011571465,sneha.kapoor332@example.com,04-01-2026 07:42,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,35,27,77.14285714,9,315
Sanjay Chopra,7378107892,sanjay.chopra336@gmail.com,04-01-2026 04:08,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,42,38,90.47619048,9,378
Arjun Pillai,8115331245,arjun.pillai936@outlook.com,03-01-2026 23:18,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,45,3,6.666666667,5,225
Vikram Gupta,8482712667,vikram.gupta854@example.com,03-01-2026 21:14,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,19,6,31.57894737,12,228
Aditya Das,8236284995,aditya.das844@hotmail.com,03-01-2026 19:32,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,7,1,14.28571429,6,42
Divya Reddy,9527593804,divya.reddy475@yahoo.com,03-01-2026 19:29,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,43,27,62.79069767,6,258
Kavya Kulkarni,7940582594,kavya.kulkarni348@hotmail.com,03-01-2026 18:49,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,47,13,27.65957447,12,564
Vikram Bhat,6131900789,vikram.bhat121@example.com,03-01-2026 17:42,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,46,1,2.173913043,11,506
Arjun Reddy,6943148245,arjun.reddy216@gmail.com,03-01-2026 15:30,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,50,0,0,4,200
Meera Yadav,6758647737,meera.yadav687@yahoo.com,03-01-2026 12:53,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,34,26,76.47058824,8,272
Rohit Chopra,6884893821,rohit.chopra708@gmail.com,03-01-2026 11:30,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,7,2,28.57142857,6,42
Riya Sharma,8163421930,riya.sharma108@outlook.com,02-01-2026 22:41,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,49,43,87.75510204,13,637
Nikhil Bhat,7098334358,nikhil.bhat339@yahoo.com,02-01-2026 18:10,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,15,15,100,15,225
Rahul Kumar,9271229705,rahul.kumar835@outlook.com,02-01-2026 13:28,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,26,24,92.30769231,10,260
Arjun Kulkarni,9318107525,arjun.kulkarni365@example.com,02-01-2026 11:23,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,35,17,48.57142857,12,420
Arjun Das,9879561979,arjun.das118@yahoo.com,02-01-2026 09:01,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,44,24,54.54545455,12,528
Varun Pillai,8490045522,varun.pillai549@gmail.com,02-01-2026 08:56,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,48,13,27.08333333,13,624
Riya Pillai,6184018755,riya.pillai534@hotmail.com,01-01-2026 22:12,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,27,1,3.703703704,15,405
Riya Patel,8075255868,riya.patel920@gmail.com,01-01-2026 21:18,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,11,1,9.090909091,9,99
Aditya Menon,7636134364,aditya.menon523@hotmail.com,01-01-2026 18:38,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,22,13,59.09090909,5,110
Varun Reddy,8191141929,varun.reddy250@example.com,01-01-2026 15:09,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,42,24,57.14285714,10,420
Kiran Pillai,6697205458,kiran.pillai990@outlook.com,01-01-2026 14:54,,PENDING WITH EXECUTIVE,Prospect,, Asiya,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,40,8,20,4,160
Aditya Pillai,6604733289,aditya.pillai10@example.com,01-01-2026 14:11,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,24,16,66.66666667,3,72
Manoj Reddy,7593051622,manoj.reddy209@gmail.com,01-01-2026 12:51,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,29,3,10.34482759,10,290
Neha Pillai,9406965960,neha.pillai762@outlook.com,01-01-2026 12:49,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,33,11,33.33333333,6,198
Rahul Iyer,6135449374,rahul.iyer187@yahoo.com,01-01-2026 11:05,,PENDING WITH EXECUTIVE,Prospect,, Asiya,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,26,19,73.07692308,4,104
Anjali Pillai,8862255370,anjali.pillai889@outlook.com,01-01-2026 09:38,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,27,15,55.55555556,10,270
Rahul Das,8842797870,rahul.das139@example.com,31-12-2025 19:18,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,28,3,10.71428571,9,252
Nikhil Bhat,9152171139,nikhil.bhat546@yahoo.com,31-12-2025 15:12,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,22,9,40.90909091,6,132
Vikram Chopra,9147819890,vikram.chopra8@hotmail.com,31-12-2025 14:59,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,10,5,50,9,90
Anjali Das,9782734641,anjali.das919@example.com,31-12-2025 13:14,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,9,4,44.44444444,5,45
Arjun Singh,8545490550,arjun.singh227@example.com,31-12-2025 09:54,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,44,19,43.18181818,14,616
Anjali Shetty,8333137717,anjali.shetty392@gmail.com,30-12-2025 22:27,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,16,3,18.75,3,48
Aisha Sharma,9651712102,aisha.sharma243@gmail.com,30-12-2025 21:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,19,11,57.89473684,15,285
Pooja Reddy,9925501779,pooja.reddy373@gmail.com,30-12-2025 19:33,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,PHP Knovista New,INSTAGRAM,INSTAGRAM,29,18,62.06896552,13,377
Karthik Gupta,7640694160,karthik.gupta730@yahoo.com,27-12-2025 17:55,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,15,60,9,225
Sanjay Bhat,8744799520,sanjay.bhat129@gmail.com,27-12-2025 17:55,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,18,7,38.88888889,7,126
Arjun Iyer,6047859961,arjun.iyer175@hotmail.com,27-12-2025 17:54,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,6,0,0,14,84
Pooja Kumar,9004275187,pooja.kumar5@example.com,27-12-2025 17:47,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,21,8,38.0952381,14,294
Aditya Bose,9487001861,aditya.bose963@example.com,27-12-2025 17:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,24,24,100,11,264
Varun Kapoor,8825600779,varun.kapoor898@example.com,27-12-2025 17:42,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,45,44,97.77777778,4,180
Aditya Yadav,8480297167,aditya.yadav155@outlook.com,27-12-2025 17:41,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,31,29,93.5483871,13,403
Pooja Chopra,6199186958,pooja.chopra995@example.com,27-12-2025 17:36,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,22,88,15,375
Karthik Chopra,6959751779,karthik.chopra941@yahoo.com,27-12-2025 17:35,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,38,8,21.05263158,5,190
Kavya Sharma,7342046476,kavya.sharma526@yahoo.com,27-12-2025 17:32,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,45,14,31.11111111,14,630
Riya Menon,9724822932,riya.menon513@gmail.com,27-12-2025 17:31,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,5,4,80,8,40
Arjun Chopra,6955697471,arjun.chopra123@yahoo.com,27-12-2025 17:29,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,39,39,100,8,312
Aisha Yadav,9021233778,aisha.yadav18@hotmail.com,27-12-2025 17:17,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,42,20,47.61904762,5,210
Karthik Singh,9340385379,karthik.singh828@hotmail.com,27-12-2025 17:16,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,46,15,32.60869565,7,322
Sanjay Patel,7472117235,sanjay.patel304@outlook.com,27-12-2025 17:08,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,35,18,51.42857143,5,175
Manoj Yadav,7025008070,manoj.yadav16@hotmail.com,27-12-2025 17:07,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,17,1,5.882352941,14,238
Rahul Bhat,7043055694,rahul.bhat315@example.com,27-12-2025 16:57,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,16,11,68.75,12,192
Sanjay Kumar,8818891744,sanjay.kumar45@outlook.com,27-12-2025 16:54,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,13,0,0,5,65
Rahul Kapoor,7965684538,rahul.kapoor201@example.com,27-12-2025 16:53,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,28,11,39.28571429,15,420
Manoj Nair,7864649076,manoj.nair159@outlook.com,27-12-2025 16:53,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,48,45,93.75,14,672
Aisha Yadav,7478930121,aisha.yadav287@example.com,27-12-2025 16:48,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,7,0,0,13,91
Arjun Joshi,9818011582,arjun.joshi207@gmail.com,27-12-2025 16:23,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,UI/UX Hiring,INSTAGRAM,INSTAGRAM,30,10,33.33333333,5,150
Aisha Reddy,8223015633,aisha.reddy354@hotmail.com,27-12-2025 16:22,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,35,23,65.71428571,7,245
Sneha Pillai,9083476027,sneha.pillai397@example.com,27-12-2025 16:03,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,42,41,97.61904762,8,336
Vikram Bhat,8691601720,vikram.bhat332@hotmail.com,27-12-2025 15:57,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,38,13,34.21052632,7,266
Pooja Bose,6008820097,pooja.bose894@hotmail.com,27-12-2025 15:54,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,28,13,46.42857143,3,84
Rahul Shetty,6978538621,rahul.shetty465@example.com,27-12-2025 15:47,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,26,7,26.92307692,5,130
Kiran Patel,6688685875,kiran.patel440@yahoo.com,27-12-2025 15:34,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,26,18,69.23076923,5,130
Arjun Yadav,6092149714,arjun.yadav514@hotmail.com,27-12-2025 15:30,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,15,7,46.66666667,13,195
Meera Pillai,7171094682,meera.pillai225@gmail.com,27-12-2025 15:24,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,FACEBOOK_ADS,FACEBOOK_ADS,23,9,39.13043478,12,276
Rahul Gupta,6216042800,rahul.gupta162@outlook.com,27-12-2025 15:21,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,FACEBOOK_ADS,FACEBOOK_ADS,23,10,43.47826087,3,69
Nikhil Bose,7301846371,nikhil.bose737@example.com,27-12-2025 15:13,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,16,64,15,375
Kavya Joshi,6484852712,kavya.joshi246@gmail.com,27-12-2025 15:03,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,7,70,4,40
Nikhil Yadav,6391438071,nikhil.yadav77@example.com,27-12-2025 14:47,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,40,9,22.5,6,240
Rahul Kulkarni,8539135448,rahul.kulkarni114@outlook.com,27-12-2025 14:46,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,28,16,57.14285714,3,84
Anjali Kapoor,8184404084,anjali.kapoor438@yahoo.com,27-12-2025 14:41,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,17,16,94.11764706,8,136
Meera Pillai,6633614033,meera.pillai499@hotmail.com,27-12-2025 14:40,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,UI/UX Hiring,INSTAGRAM,INSTAGRAM,41,14,34.14634146,10,410
Meera Menon,9376822008,meera.menon253@yahoo.com,27-12-2025 14:35,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,UI/UX Hiring,INSTAGRAM,INSTAGRAM,33,15,45.45454545,12,396
